C:\Users\oper\labQT\Lab2024\QUBIT_2D\QTLab2425\2Dqubit\Simulation\original projects\DARTWARS_TestChip_res3_w1_tunable_l75_param.son DE_EMBEDDED Lk=8.5 l=75.0
FREQUENCY (GHz), DB[S21]-DARTWARS_TestChip_res3_w1_tunable_l75_param
8.1,-0.530669
8.1025,-0.533275
8.105,-0.535899
8.1075,-0.538542
8.11,-0.541202
8.1125,-0.54388
8.115,-0.546577
8.1175,-0.549293
8.12,-0.552027
8.1225,-0.554781
8.125,-0.557553
8.1275,-0.560345
8.13,-0.563156
8.1325,-0.565987
8.135,-0.568838
8.1375,-0.571709
8.14,-0.5746
8.1425,-0.577511
8.145,-0.580443
8.1475,-0.583395
8.15,-0.586369
8.1525,-0.589363
8.155,-0.592379
8.1575,-0.595417
8.16,-0.598476
8.1625,-0.601557
8.165,-0.60466
8.1675,-0.607786
8.17,-0.610934
8.1725,-0.614104
8.175,-0.617298
8.1775,-0.620515
8.18,-0.623755
8.1825,-0.627019
8.185,-0.630307
8.1875,-0.633618
8.19,-0.636954
8.1925,-0.640315
8.195,-0.6437
8.1975,-0.64711
8.2,-0.650545
8.2025,-0.654006
8.205,-0.657492
8.2075,-0.661005
8.21,-0.664543
8.2125,-0.668108
8.215,-0.6717
8.2175,-0.675318
8.22,-0.678964
8.2225,-0.682637
8.225,-0.686338
8.2275,-0.690067
8.23,-0.693824
8.2325,-0.69761
8.235,-0.701424
8.2375,-0.705268
8.24,-0.709141
8.2425,-0.713044
8.245,-0.716976
8.2475,-0.720939
8.25,-0.724933
8.2525,-0.728957
8.255,-0.733012
8.2575,-0.737099
8.26,-0.741218
8.2625,-0.745369
8.265,-0.749553
8.2675,-0.753769
8.27,-0.758018
8.2725,-0.762301
8.275,-0.766617
8.2775,-0.770968
8.28,-0.775352
8.2825,-0.779772
8.285,-0.784227
8.2875,-0.788718
8.29,-0.793244
8.2925,-0.797807
8.295,-0.802406
8.2975,-0.807042
8.3,-0.811716
8.3025,-0.816427
8.305,-0.821176
8.3075,-0.825965
8.31,-0.830792
8.3125,-0.835658
8.315,-0.840564
8.3175,-0.845511
8.32,-0.850498
8.3225,-0.855526
8.325,-0.860595
8.3275,-0.865706
8.33,-0.87086
8.3325,-0.876057
8.335,-0.881297
8.3375,-0.88658
8.34,-0.891908
8.3425,-0.89728
8.345,-0.902698
8.3475,-0.908161
8.35,-0.91367
8.3525,-0.919226
8.355,-0.924829
8.3575,-0.93048
8.36,-0.936179
8.3625,-0.941926
8.365,-0.947723
8.3675,-0.95357
8.37,-0.959466
8.3725,-0.965414
8.375,-0.971413
8.3775,-0.977464
8.38,-0.983567
8.3825,-0.989724
8.385,-0.995934
8.3875,-1.0022
8.39,-1.00852
8.3925,-1.01489
8.395,-1.02133
8.3975,-1.02781
8.4,-1.03436
8.4025,-1.04096
8.405,-1.04763
8.4075,-1.05435
8.41,-1.06113
8.4125,-1.06797
8.415,-1.07488
8.4175,-1.08184
8.42,-1.08887
8.4225,-1.09596
8.425,-1.10312
8.4275,-1.11034
8.43,-1.11763
8.4325,-1.12499
8.435,-1.13241
8.4375,-1.1399
8.44,-1.14746
8.4425,-1.15509
8.445,-1.16279
8.4475,-1.17056
8.45,-1.1784
8.4525,-1.18632
8.455,-1.19431
8.4575,-1.20237
8.46,-1.21051
8.4625,-1.21873
8.465,-1.22703
8.4675,-1.2354
8.47,-1.24385
8.4725,-1.25239
8.475,-1.261
8.4775,-1.2697
8.48,-1.27848
8.4825,-1.28734
8.485,-1.29629
8.4875,-1.30533
8.49,-1.31446
8.4925,-1.32367
8.495,-1.33297
8.4975,-1.34236
8.5,-1.35185
8.5025,-1.36143
8.505,-1.3711
8.5075,-1.38087
8.51,-1.39073
8.5125,-1.40069
8.515,-1.41075
8.5175,-1.42091
8.52,-1.43118
8.5225,-1.44154
8.525,-1.45201
8.5275,-1.46259
8.53,-1.47327
8.5325,-1.48406
8.535,-1.49496
8.5375,-1.50597
8.54,-1.51709
8.5425,-1.52832
8.545,-1.53968
8.5475,-1.55114
8.55,-1.56273
8.5525,-1.57444
8.555,-1.58626
8.5575,-1.59821
8.56,-1.61029
8.5625,-1.62249
8.565,-1.63482
8.5675,-1.64727
8.57,-1.65986
8.5725,-1.67258
8.575,-1.68544
8.5775,-1.69843
8.58,-1.71156
8.5825,-1.72484
8.585,-1.73825
8.5875,-1.75181
8.59,-1.76551
8.5925,-1.77936
8.595,-1.79336
8.5975,-1.80751
8.6,-1.82182
8.6025,-1.83628
8.605,-1.8509
8.6075,-1.86568
8.61,-1.88063
8.6125,-1.89574
8.615,-1.91101
8.6175,-1.92646
8.62,-1.94207
8.6225,-1.95786
8.625,-1.97383
8.6275,-1.98998
8.63,-2.00631
8.6325,-2.02282
8.635,-2.03952
8.6375,-2.0564
8.64,-2.07348
8.6425,-2.09076
8.645,-2.10823
8.6475,-2.1259
8.65,-2.14378
8.6525,-2.16186
8.655,-2.18015
8.6575,-2.19865
8.66,-2.21737
8.6625,-2.23631
8.665,-2.25547
8.6675,-2.27485
8.67,-2.29446
8.6725,-2.3143
8.675,-2.33438
8.6775,-2.35469
8.68,-2.37525
8.6825,-2.39605
8.685,-2.4171
8.6875,-2.43841
8.69,-2.45997
8.6925,-2.48179
8.695,-2.50387
8.6975,-2.52622
8.7,-2.54885
8.7025,-2.57175
8.705,-2.59493
8.7075,-2.6184
8.71,-2.64215
8.7125,-2.6662
8.715,-2.69055
8.7175,-2.7152
8.72,-2.74015
8.7225,-2.76542
8.725,-2.79101
8.7275,-2.81692
8.73,-2.84315
8.7325,-2.86972
8.735,-2.89662
8.7375,-2.92387
8.74,-2.95147
8.7425,-2.97942
8.745,-3.00772
8.7475,-3.0364
8.75,-3.06544
8.7525,-3.09486
8.755,-3.12466
8.7575,-3.15485
8.76,-3.18544
8.7625,-3.21643
8.765,-3.24783
8.7675,-3.27964
8.77,-3.31188
8.7725,-3.34454
8.775,-3.37764
8.7775,-3.41118
8.78,-3.44517
8.7825,-3.47962
8.785,-3.51454
8.7875,-3.54993
8.79,-3.5858
8.7925,-3.62216
8.795,-3.65902
8.7975,-3.69639
8.8,-3.73427
8.8025,-3.77267
8.805,-3.81161
8.8075,-3.85109
8.81,-3.89113
8.8125,-3.93172
8.815,-3.97289
8.8175,-4.01464
8.82,-4.05698
8.8225,-4.09992
8.825,-4.14347
8.8275,-4.18765
8.83,-4.23247
8.8325,-4.27793
8.835,-4.32405
8.8375,-4.37084
8.84,-4.41832
8.8425,-4.46649
8.845,-4.51537
8.8475,-4.56497
8.85,-4.6153
8.8525,-4.66639
8.855,-4.71824
8.8575,-4.77087
8.86,-4.82429
8.8625,-4.87851
8.865,-4.93357
8.8675,-4.98946
8.87,-5.04621
8.8725,-5.10383
8.875,-5.16234
8.8775,-5.22176
8.88,-5.28211
8.8825,-5.3434
8.885,-5.40566
8.8875,-5.4689
8.89,-5.53314
8.8925,-5.59841
8.895,-5.66473
8.8975,-5.73212
8.9,-5.8006
8.9025,-5.87019
8.905,-5.94093
8.9075,-6.01282
8.91,-6.08591
8.9125,-6.16021
8.915,-6.23576
8.9175,-6.31258
8.92,-6.39069
8.9225,-6.47014
8.925,-6.55095
8.9275,-6.63314
8.93,-6.71677
8.9325,-6.80185
8.935,-6.88843
8.9375,-6.97654
8.94,-7.06621
8.9425,-7.15749
8.945,-7.25042
8.9475,-7.34504
8.95,-7.44139
8.9525,-7.53952
8.955,-7.63948
8.9575,-7.7413
8.96,-7.84505
8.9625,-7.95078
8.965,-8.05854
8.9675,-8.16839
8.97,-8.28039
8.9725,-8.39459
8.975,-8.51108
8.9775,-8.6299
8.98,-8.75114
8.9825,-8.87487
8.985,-9.00116
8.9875,-9.1301
8.99,-9.26178
8.9925,-9.39627
8.995,-9.53369
8.9975,-9.67412
9,-9.81767
9.0025,-9.96445
9.005,-10.1146
9.0075,-10.2682
9.01,-10.4254
9.0125,-10.5863
9.015,-10.7511
9.0175,-10.92
9.02,-11.0931
9.0225,-11.2705
9.025,-11.4525
9.0275,-11.6393
9.03,-11.8311
9.0325,-12.028
9.035,-12.2305
9.0375,-12.4386
9.04,-12.6528
9.0425,-12.8732
9.045,-13.1003
9.0475,-13.3344
9.05,-13.5759
9.0525,-13.8252
9.055,-14.0828
9.0575,-14.3492
9.06,-14.6249
9.0625,-14.9106
9.065,-15.2069
9.0675,-15.5147
9.07,-15.8346
9.0725,-16.1678
9.075,-16.5151
9.0775,-16.8778
9.08,-17.2573
9.0825,-17.6551
9.085,-18.0729
9.0875,-18.5127
9.09,-18.9769
9.0925,-19.4683
9.095,-19.9901
9.0975,-20.5461
9.1,-21.1411
9.1025,-21.7808
9.105,-22.4723
9.1075,-23.2246
9.11,-24.049
9.1125,-24.961
9.115,-25.9808
9.1175,-27.1374
9.12,-28.4728
9.1225,-30.0522
9.125,-31.9848
9.1275,-34.4747
9.13,-37.9793
9.1325,-43.9482
9.135,-82.3412
9.1375,-44.1621
9.14,-38.0898
9.1425,-34.5523
9.145,-32.047
9.1475,-30.1062
9.15,-28.5221
9.1525,-27.184
9.155,-26.026
9.1575,-25.0056
9.16,-24.0936
9.1625,-23.2695
9.165,-22.518
9.1675,-21.8275
9.17,-21.1889
9.1725,-20.5952
9.175,-20.0405
9.1775,-19.5202
9.18,-19.0305
9.1825,-18.5679
9.185,-18.1297
9.1875,-17.7137
9.19,-17.3177
9.1925,-16.94
9.195,-16.5791
9.1975,-16.2335
9.2,-15.9023
9.2025,-15.5842
9.205,-15.2783
9.2075,-14.9839
9.21,-14.7001
9.2125,-14.4262
9.215,-14.1617
9.2175,-13.906
9.22,-13.6585
9.2225,-13.4189
9.225,-13.1867
9.2275,-12.9614
9.23,-12.7428
9.2325,-12.5305
9.235,-12.3242
9.2375,-12.1236
9.24,-11.9284
9.2425,-11.7384
9.245,-11.5534
9.2475,-11.3732
9.25,-11.1975
9.2525,-11.0261
9.255,-10.859
9.2575,-10.6958
9.26,-10.5366
9.2625,-10.381
9.265,-10.2291
9.2675,-10.0806
9.27,-9.93541
9.2725,-9.79345
9.275,-9.65459
9.2775,-9.51873
9.28,-9.38577
9.2825,-9.25562
9.285,-9.12817
9.2875,-9.00336
9.29,-8.88109
9.2925,-8.76129
9.295,-8.64389
9.2975,-8.5288
9.3,-8.41598
9.3025,-8.30534
9.305,-8.19683
9.3075,-8.09039
9.31,-7.98597
9.3125,-7.88349
9.315,-7.78293
9.3175,-7.68421
9.32,-7.5873
9.3225,-7.49215
9.325,-7.39871
9.3275,-7.30694
9.33,-7.21679
9.3325,-7.12823
9.335,-7.04122
9.3375,-6.95573
9.34,-6.8717
9.3425,-6.78912
9.345,-6.70794
9.3475,-6.62813
9.35,-6.54966
9.3525,-6.47251
9.355,-6.39663
9.3575,-6.32201
9.36,-6.24861
9.3625,-6.1764
9.365,-6.10537
9.3675,-6.03548
9.37,-5.96672
9.3725,-5.89905
9.375,-5.83245
9.3775,-5.76691
9.38,-5.70239
9.3825,-5.63888
9.385,-5.57636
9.3875,-5.51481
9.39,-5.4542
9.3925,-5.39452
9.395,-5.33576
9.3975,-5.27788
9.4,-5.22087
9.4025,-5.16473
9.405,-5.10942
9.4075,-5.05494
9.41,-5.00126
9.4125,-4.94838
9.415,-4.89628
9.4175,-4.84493
9.42,-4.79434
9.4225,-4.74448
9.425,-4.69534
9.4275,-4.64691
9.43,-4.59917
9.4325,-4.55212
9.435,-4.50573
9.4375,-4.46
9.44,-4.41491
9.4425,-4.37046
9.445,-4.32663
9.4475,-4.28341
9.45,-4.2408
9.4525,-4.19877
9.455,-4.15732
9.4575,-4.11644
9.46,-4.07612
9.4625,-4.03635
9.465,-3.99712
9.4675,-3.95842
9.47,-3.92024
9.4725,-3.88258
9.475,-3.84541
9.4775,-3.80875
9.48,-3.77257
9.4825,-3.73687
9.485,-3.70164
9.4875,-3.66688
9.49,-3.63257
9.4925,-3.59871
9.495,-3.56529
9.4975,-3.5323
9.5,-3.49974
9.5025,-3.4676
9.505,-3.43587
9.5075,-3.40455
9.51,-3.37363
9.5125,-3.3431
9.515,-3.31296
9.5175,-3.2832
9.52,-3.25381
9.5225,-3.22479
9.525,-3.19613
9.5275,-3.16784
9.53,-3.13989
9.5325,-3.11229
9.535,-3.08503
9.5375,-3.0581
9.54,-3.03151
9.5425,-3.00524
9.545,-2.97929
9.5475,-2.95365
9.55,-2.92833
9.5525,-2.90331
9.555,-2.87859
9.5575,-2.85417
9.56,-2.83004
9.5625,-2.8062
9.565,-2.78265
9.5675,-2.75937
9.57,-2.73636
9.5725,-2.71363
9.575,-2.69116
9.5775,-2.66896
9.58,-2.64702
9.5825,-2.62533
9.585,-2.60389
9.5875,-2.5827
9.59,-2.56175
9.5925,-2.54105
9.595,-2.52058
9.5975,-2.50035
9.6,-2.48034
9.6025,-2.46057
9.605,-2.44101
9.6075,-2.42168
9.61,-2.40257
9.6125,-2.38367
9.615,-2.36498
9.6175,-2.3465
9.62,-2.32822
9.6225,-2.31015
9.625,-2.29228
9.6275,-2.2746
9.63,-2.25712
9.6325,-2.23983
9.635,-2.22273
9.6375,-2.20581
9.64,-2.18908
9.6425,-2.17253
9.645,-2.15616
9.6475,-2.13997
9.65,-2.12395
9.6525,-2.1081
9.655,-2.09242
9.6575,-2.0769
9.66,-2.06155
9.6625,-2.04637
9.665,-2.03134
9.6675,-2.01647
9.67,-2.00176
9.6725,-1.9872
9.675,-1.97279
9.6775,-1.95854
9.68,-1.94443
9.6825,-1.93046
9.685,-1.91665
9.6875,-1.90297
9.69,-1.88943
9.6925,-1.87603
9.695,-1.86277
9.6975,-1.84965
9.7,-1.83665
9.7025,-1.82379
9.705,-1.81106
9.7075,-1.79845
9.71,-1.78598
9.7125,-1.77362
9.715,-1.76139
9.7175,-1.74928
9.72,-1.7373
9.7225,-1.72543
9.725,-1.71367
9.7275,-1.70204
9.73,-1.69051
9.7325,-1.6791
9.735,-1.66781
9.7375,-1.65662
9.74,-1.64554
9.7425,-1.63456
9.745,-1.6237
9.7475,-1.61293
9.75,-1.60228
9.7525,-1.59172
9.755,-1.58126
9.7575,-1.57091
9.76,-1.56065
9.7625,-1.55049
9.765,-1.54042
9.7675,-1.53045
9.77,-1.52057
9.7725,-1.51079
9.775,-1.5011
9.7775,-1.49149
9.78,-1.48198
9.7825,-1.47256
9.785,-1.46322
9.7875,-1.45397
9.79,-1.4448
9.7925,-1.43572
9.795,-1.42672
9.7975,-1.4178
9.8,-1.40897
9.8025,-1.40021
9.805,-1.39153
9.8075,-1.38293
9.81,-1.37441
9.8125,-1.36597
9.815,-1.3576
9.8175,-1.34931
9.82,-1.34109
9.8225,-1.33294
9.825,-1.32487
9.8275,-1.31686
9.83,-1.30893
9.8325,-1.30107
9.835,-1.29327
9.8375,-1.28555
9.84,-1.27789
9.8425,-1.2703
9.845,-1.26278
9.8475,-1.25532
9.85,-1.24792
9.8525,-1.24059
9.855,-1.23332
9.8575,-1.22611
9.86,-1.21897
9.8625,-1.21188
9.865,-1.20486
9.8675,-1.1979
9.87,-1.19099
9.8725,-1.18415
9.875,-1.17736
9.8775,-1.17063
9.88,-1.16395
9.8825,-1.15733
9.885,-1.15077
9.8875,-1.14426
9.89,-1.1378
9.8925,-1.1314
9.895,-1.12505
9.8975,-1.11876
9.9,-1.11251
9.9025,-1.10632
9.905,-1.10018
9.9075,-1.09408
9.91,-1.08804
9.9125,-1.08205
9.915,-1.0761
9.9175,-1.0702
9.92,-1.06436
9.9225,-1.05855
9.925,-1.0528
9.9275,-1.04709
9.93,-1.04142
9.9325,-1.0358
9.935,-1.03023
9.9375,-1.0247
9.94,-1.01921
9.9425,-1.01377
9.945,-1.00837
9.9475,-1.00301
9.95,-0.997695
9.9525,-0.99242
9.955,-0.987187
9.9575,-0.981995
9.96,-0.976843
9.9625,-0.97173
9.965,-0.966658
9.9675,-0.961624
9.97,-0.956629
9.9725,-0.951673
9.975,-0.946754
9.9775,-0.941873
9.98,-0.937029
9.9825,-0.932222
9.985,-0.927451
9.9875,-0.922717
9.99,-0.918018
9.9925,-0.913355
9.995,-0.908726
9.9975,-0.904133
10,-0.899573
10.0025,-0.895048
10.005,-0.890557
10.0075,-0.886098
10.01,-0.881673
10.0125,-0.877281
10.015,-0.872921
10.0175,-0.868593
10.02,-0.864297
10.0225,-0.860032
10.025,-0.855799
10.0275,-0.851596
10.03,-0.847424
10.0325,-0.843283
10.035,-0.839171
10.0375,-0.835089
10.04,-0.831036
10.0425,-0.827013
10.045,-0.823019
10.0475,-0.819053
10.05,-0.815115
10.0525,-0.811206
10.055,-0.807325
10.0575,-0.803471
10.06,-0.799644
10.0625,-0.795844
10.065,-0.792072
10.0675,-0.788325
10.07,-0.784605
10.0725,-0.780912
10.075,-0.777244
10.0775,-0.773601
10.08,-0.769984
10.0825,-0.766392
10.085,-0.762825
10.0875,-0.759283
10.09,-0.755765
10.0925,-0.752271
10.095,-0.748802
10.0975,-0.745356
10.1,-0.741934
10.1025,-0.738535
10.105,-0.735159
10.1075,-0.731806
10.11,-0.728476
10.1125,-0.725169
10.115,-0.721884
10.1175,-0.718621
10.12,-0.71538
10.1225,-0.71216
10.125,-0.708963
10.1275,-0.705786
10.13,-0.702631
10.1325,-0.699497
10.135,-0.696384
10.1375,-0.693291
10.14,-0.690219
10.1425,-0.687167
10.145,-0.684135
10.1475,-0.681123
10.15,-0.678131
10.1525,-0.675159
10.155,-0.672206
10.1575,-0.669272
10.16,-0.666357
10.1625,-0.663461
10.165,-0.660584
10.1675,-0.657726
10.17,-0.654885
10.1725,-0.652064
10.175,-0.64926
10.1775,-0.646474
10.18,-0.643707
10.1825,-0.640957
10.185,-0.638224
10.1875,-0.635509
10.19,-0.632811
10.1925,-0.63013
10.195,-0.627466
10.1975,-0.624819
10.2,-0.622188
10.2025,-0.619574
10.205,-0.616977
10.2075,-0.614396
10.21,-0.61183
10.2125,-0.609281
10.215,-0.606748
10.2175,-0.60423
10.22,-0.601728
10.2225,-0.599242
10.225,-0.596771
10.2275,-0.594315
10.23,-0.591874
10.2325,-0.589448
10.235,-0.587037
10.2375,-0.584641
10.24,-0.582259
10.2425,-0.579892
10.245,-0.577539
10.2475,-0.575201
10.25,-0.572876
10.2525,-0.570566
10.255,-0.56827
10.2575,-0.565987
10.26,-0.563718
10.2625,-0.561463
10.265,-0.559221
10.2675,-0.556993
10.27,-0.554778
10.2725,-0.552576
10.275,-0.550387
10.2775,-0.548211
10.28,-0.546048
10.2825,-0.543897
10.285,-0.54176
10.2875,-0.539635
10.29,-0.537522
10.2925,-0.535422
10.295,-0.533334
10.2975,-0.531258
10.3,-0.529195
10.3025,-0.527143
10.305,-0.525103
10.3075,-0.523075
10.31,-0.521059
10.3125,-0.519054
10.315,-0.517061
10.3175,-0.51508
10.32,-0.513109
10.3225,-0.511151
10.325,-0.509203
10.3275,-0.507266
10.33,-0.50534
10.3325,-0.503426
10.335,-0.501522
10.3375,-0.499629
10.34,-0.497747
10.3425,-0.495875
10.345,-0.494014
10.3475,-0.492163
10.35,-0.490322
10.3525,-0.488492
10.355,-0.486673
10.3575,-0.484863
10.36,-0.483063
10.3625,-0.481274
10.365,-0.479494
10.3675,-0.477724
10.37,-0.475964
10.3725,-0.474214
10.375,-0.472473
10.3775,-0.470742
10.38,-0.469021
10.3825,-0.467308
10.385,-0.465606
10.3875,-0.463912
10.39,-0.462228
10.3925,-0.460553
10.395,-0.458887
10.3975,-0.45723
10.4,-0.455582
10.4025,-0.453942
10.405,-0.452312
10.4075,-0.450691
10.41,-0.449078
10.4125,-0.447474
10.415,-0.445878
10.4175,-0.444291
10.42,-0.442712
10.4225,-0.441142
10.425,-0.43958
10.4275,-0.438027
10.43,-0.436482
10.4325,-0.434944
10.435,-0.433415
10.4375,-0.431894
10.44,-0.430381
10.4425,-0.428876
10.445,-0.427379
10.4475,-0.42589
10.45,-0.424408
10.4525,-0.422935
10.455,-0.421468
10.4575,-0.42001
10.46,-0.418559
10.4625,-0.417115
10.465,-0.415679
10.4675,-0.414251
10.47,-0.41283
10.4725,-0.411416
10.475,-0.410009
10.4775,-0.40861
10.48,-0.407217
10.4825,-0.405832
10.485,-0.404454
10.4875,-0.403083
10.49,-0.401719
10.4925,-0.400362
10.495,-0.399011
10.4975,-0.397668
10.5,-0.396331
10.5025,-0.395001
10.505,-0.393678
10.5075,-0.392361
10.51,-0.391051
10.5125,-0.389747
10.515,-0.38845
10.5175,-0.38716
10.52,-0.385876
10.5225,-0.384598
10.525,-0.383327
10.5275,-0.382062
10.53,-0.380803
10.5325,-0.37955
10.535,-0.378304
10.5375,-0.377064
10.54,-0.375829
10.5425,-0.374601
10.545,-0.373379
10.5475,-0.372163
10.55,-0.370953
10.5525,-0.369749
10.555,-0.36855
10.5575,-0.367358
10.56,-0.366171
10.5625,-0.36499
10.565,-0.363814
10.5675,-0.362645
10.57,-0.36148
10.5725,-0.360322
10.575,-0.359169
10.5775,-0.358022
10.58,-0.35688
10.5825,-0.355743
10.585,-0.354612
10.5875,-0.353487
10.59,-0.352367
10.5925,-0.351252
10.595,-0.350142
10.5975,-0.349038
10.6,-0.347938
10.6025,-0.346844
10.605,-0.345756
10.6075,-0.344672
10.61,-0.343593
10.6125,-0.34252
10.615,-0.341451
10.6175,-0.340388
10.62,-0.339329
10.6225,-0.338275
10.625,-0.337227
10.6275,-0.336183
10.63,-0.335144
10.6325,-0.334109
10.635,-0.33308
10.6375,-0.332055
10.64,-0.331035
10.6425,-0.33002
10.645,-0.329009
10.6475,-0.328003
10.65,-0.327002
10.6525,-0.326005
10.655,-0.325013
10.6575,-0.324025
10.66,-0.323042
10.6625,-0.322063
10.665,-0.321089
10.6675,-0.320119
10.67,-0.319154
10.6725,-0.318193
10.675,-0.317236
10.6775,-0.316283
10.68,-0.315335
10.6825,-0.314391
10.685,-0.313451
10.6875,-0.312516
10.69,-0.311585
10.6925,-0.310657
10.695,-0.309734
10.6975,-0.308815
10.7,-0.3079
10.7025,-0.30699
10.705,-0.306083
10.7075,-0.30518
10.71,-0.304281
10.7125,-0.303386
10.715,-0.302496
10.7175,-0.301609
10.72,-0.300726
10.7225,-0.299846
10.725,-0.298971
10.7275,-0.298099
10.73,-0.297232
10.7325,-0.296368
10.735,-0.295508
10.7375,-0.294651
10.74,-0.293798
10.7425,-0.292949
10.745,-0.292104
10.7475,-0.291262
10.75,-0.290424
10.7525,-0.28959
10.755,-0.288759
10.7575,-0.287931
10.76,-0.287108
10.7625,-0.286287
10.765,-0.285471
10.7675,-0.284657
10.77,-0.283847
10.7725,-0.283041
10.775,-0.282238
10.7775,-0.281439
10.78,-0.280642
10.7825,-0.27985
10.785,-0.27906
10.7875,-0.278274
10.79,-0.277491
10.7925,-0.276712
10.795,-0.275936
10.7975,-0.275163
10.8,-0.274393
10.8025,-0.273626
10.805,-0.272863
10.8075,-0.272103
10.81,-0.271346
10.8125,-0.270592
10.815,-0.269841
10.8175,-0.269094
10.82,-0.268349
10.8225,-0.267608
10.825,-0.266869
10.8275,-0.266134
10.83,-0.265402
10.8325,-0.264673
10.835,-0.263946
10.8375,-0.263223
10.84,-0.262503
10.8425,-0.261785
10.845,-0.261071
10.8475,-0.260359
10.85,-0.25965
10.8525,-0.258945
10.855,-0.258242
10.8575,-0.257542
10.86,-0.256844
10.8625,-0.25615
10.865,-0.255458
10.8675,-0.25477
10.87,-0.254083
10.8725,-0.2534
10.875,-0.25272
10.8775,-0.252042
10.88,-0.251367
10.8825,-0.250694
10.885,-0.250024
10.8875,-0.249357
10.89,-0.248693
10.8925,-0.248031
10.895,-0.247372
10.8975,-0.246715
10.9,-0.246062
10.9025,-0.24541
10.905,-0.244761
10.9075,-0.244115
10.91,-0.243471
10.9125,-0.24283
10.915,-0.242192
10.9175,-0.241555
10.92,-0.240922
10.9225,-0.240291
10.925,-0.239662
10.9275,-0.239036
10.93,-0.238412
10.9325,-0.23779
10.935,-0.237172
10.9375,-0.236555
10.94,-0.235941
10.9425,-0.235329
10.945,-0.234719
10.9475,-0.234112
10.95,-0.233508
10.9525,-0.232905
10.955,-0.232305
10.9575,-0.231707
10.96,-0.231112
10.9625,-0.230518
10.965,-0.229927
10.9675,-0.229339
10.97,-0.228752
10.9725,-0.228168
10.975,-0.227586
10.9775,-0.227006
10.98,-0.226429
10.9825,-0.225853
10.985,-0.22528
10.9875,-0.224709
10.99,-0.22414
10.9925,-0.223573
10.995,-0.223008
10.9975,-0.222446
11,-0.221885
11.0025,-0.221327
11.005,-0.220771
11.0075,-0.220217
11.01,-0.219664
11.0125,-0.219114
11.015,-0.218566
11.0175,-0.21802
11.02,-0.217477
11.0225,-0.216935
11.025,-0.216395
11.0275,-0.215857
11.03,-0.215321
11.0325,-0.214787
11.035,-0.214255
11.0375,-0.213725
11.04,-0.213197
11.0425,-0.212671
11.045,-0.212146
11.0475,-0.211624
11.05,-0.211104
11.0525,-0.210585
11.055,-0.210069
11.0575,-0.209554
11.06,-0.209041
11.0625,-0.20853
11.065,-0.208021
11.0675,-0.207514
11.07,-0.207008
11.0725,-0.206505
11.075,-0.206003
11.0775,-0.205503
11.08,-0.205005
11.0825,-0.204508
11.085,-0.204014
11.0875,-0.203521
11.09,-0.20303
11.0925,-0.20254
11.095,-0.202053
11.0975,-0.201567
11.1,-0.201083
11.1025,-0.2006
11.105,-0.20012
11.1075,-0.199641
11.11,-0.199163
11.1125,-0.198688
11.115,-0.198214
11.1175,-0.197742
11.12,-0.197271
11.1225,-0.196802
11.125,-0.196335
11.1275,-0.195869
11.13,-0.195405
11.1325,-0.194943
11.135,-0.194482
11.1375,-0.194023
11.14,-0.193566
11.1425,-0.19311
11.145,-0.192656
11.1475,-0.192203
11.15,-0.191752
11.1525,-0.191302
11.155,-0.190854
11.1575,-0.190407
11.16,-0.189963
11.1625,-0.189519
11.165,-0.189077
11.1675,-0.188637
11.17,-0.188198
11.1725,-0.187761
11.175,-0.187325
11.1775,-0.186891
11.18,-0.186458
11.1825,-0.186026
11.185,-0.185596
11.1875,-0.185168
11.19,-0.184741
11.1925,-0.184315
11.195,-0.183891
11.1975,-0.183469
11.2,-0.183048
11.2025,-0.182628
11.205,-0.182209
11.2075,-0.181793
11.21,-0.181377
11.2125,-0.180963
11.215,-0.18055
11.2175,-0.180139
11.22,-0.179729
11.2225,-0.17932
11.225,-0.178913
11.2275,-0.178507
11.23,-0.178103
11.2325,-0.1777
11.235,-0.177298
11.2375,-0.176897
11.24,-0.176498
11.2425,-0.1761
11.245,-0.175704
11.2475,-0.175309
11.25,-0.174915
11.2525,-0.174522
11.255,-0.174131
11.2575,-0.173741
11.26,-0.173353
11.2625,-0.172965
11.265,-0.172579
11.2675,-0.172194
11.27,-0.171811
11.2725,-0.171428
11.275,-0.171047
11.2775,-0.170667
11.28,-0.170289
11.2825,-0.169911
11.285,-0.169535
11.2875,-0.16916
11.29,-0.168787
11.2925,-0.168414
11.295,-0.168043
11.2975,-0.167673
11.3,-0.167304
11.3025,-0.166936
11.305,-0.16657
11.3075,-0.166205
11.31,-0.16584
11.3125,-0.165477
11.315,-0.165116
11.3175,-0.164755
11.32,-0.164396
11.3225,-0.164037
11.325,-0.16368
11.3275,-0.163324
11.33,-0.162969
11.3325,-0.162615
11.335,-0.162263
11.3375,-0.161911
11.34,-0.161561
11.3425,-0.161212
11.345,-0.160863
11.3475,-0.160516
11.35,-0.16017
11.3525,-0.159825
11.355,-0.159482
11.3575,-0.159139
11.36,-0.158797
11.3625,-0.158457
11.365,-0.158117
11.3675,-0.157779
11.37,-0.157441
11.3725,-0.157105
11.375,-0.15677
11.3775,-0.156436
11.38,-0.156103
11.3825,-0.15577
11.385,-0.155439
11.3875,-0.155109
11.39,-0.15478
11.3925,-0.154452
11.395,-0.154125
11.3975,-0.153799
11.4,-0.153474
